person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
26,30000,RENT,,VENTURE,C,2800,14.65,0.09,Y,3,0
25,175000,MORTGAGE,9.0,PERSONAL,B,7550,11.49,0.04,N,4,0
24,60000,RENT,0.0,PERSONAL,B,20000,10.99,0.33,N,2,1
24,42000,MORTGAGE,6.0,VENTURE,B,9250,11.12,0.22,N,4,0
29,14573,RENT,6.0,HOMEIMPROVEMENT,B,5000,12.18,0.34,N,5,1
27,160000,MORTGAGE,12.0,MEDICAL,C,1500,11.78,0.01,Y,6,0
36,90000,MORTGAGE,2.0,EDUCATION,D,20000,14.61,0.22,Y,11,0
28,114000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,,0.11,N,5,0
25,56000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,2000,11.49,0.04,N,3,1
22,30000,RENT,6.0,EDUCATION,A,6000,7.51,0.2,N,4,0
25,51492,MORTGAGE,2.0,EDUCATION,B,13800,10.38,0.27,N,4,0
34,59000,OWN,18.0,EDUCATION,A,5500,7.9,0.09,N,8,0
23,28000,RENT,4.0,DEBTCONSOLIDATION,C,5000,13.72,0.18,N,4,1
24,95000,MORTGAGE,4.0,PERSONAL,B,25000,10.08,0.26,N,4,0
24,57000,MORTGAGE,8.0,MEDICAL,F,20000,19.13,0.35,Y,3,1
28,30000,RENT,,HOMEIMPROVEMENT,B,1500,9.63,0.05,N,10,1
54,48000,OWN,20.0,PERSONAL,A,6000,8.0,0.13,N,20,0
23,28000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,9500,15.62,0.34,N,2,1
24,32000,RENT,,MEDICAL,A,4500,7.29,0.14,N,4,0
28,54590,RENT,3.0,EDUCATION,A,5000,6.03,0.09,N,6,0
29,140000,MORTGAGE,12.0,MEDICAL,B,24250,11.12,0.17,N,8,0
22,60000,RENT,,EDUCATION,C,3600,15.27,0.06,Y,2,0
24,103000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,21000,13.49,0.2,Y,3,0
27,60000,RENT,6.0,EDUCATION,A,12650,,0.21,N,9,0
31,60000,RENT,4.0,HOMEIMPROVEMENT,A,25000,8.9,0.42,N,10,1
24,20000,RENT,8.0,VENTURE,A,6000,7.14,0.3,N,2,0
21,39600,RENT,3.0,EDUCATION,D,7000,14.96,0.18,Y,2,0
22,9600,RENT,0.0,VENTURE,A,1500,7.29,0.16,N,2,1
33,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,24000,14.46,0.3,N,6,0
24,42000,RENT,9.0,EDUCATION,A,4200,7.9,0.1,N,2,0
23,46728,RENT,2.0,PERSONAL,B,2650,10.59,0.06,N,2,0
24,112000,MORTGAGE,8.0,PERSONAL,B,20400,11.71,0.18,N,3,0
42,27000,RENT,4.0,MEDICAL,B,9000,11.11,0.33,N,16,1
32,193800,RENT,0.0,MEDICAL,B,20000,11.83,0.09,N,6,1
26,35000,RENT,0.0,MEDICAL,A,6600,8.59,0.19,N,3,0
26,52703,MORTGAGE,5.0,MEDICAL,B,4000,11.89,0.06,N,4,1
26,64000,RENT,0.0,EDUCATION,C,9600,11.97,0.15,N,4,1
24,98000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,13200,15.28,0.13,Y,3,1
27,37000,RENT,3.0,EDUCATION,C,8000,13.49,0.22,Y,10,0
23,42000,RENT,0.0,HOMEIMPROVEMENT,D,10000,15.58,0.24,Y,3,1
32,49000,RENT,13.0,HOMEIMPROVEMENT,B,3500,10.65,0.07,N,6,1
21,57000,RENT,3.0,PERSONAL,A,3000,5.42,0.05,N,3,0
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,0.53,Y,2,1
26,54000,RENT,6.0,VENTURE,A,10000,7.9,0.19,N,3,0
31,53000,MORTGAGE,7.0,VENTURE,C,4550,11.03,0.09,Y,6,0
22,50000,MORTGAGE,,VENTURE,B,10000,12.69,0.2,N,4,0
22,150000,RENT,2.0,MEDICAL,A,8200,6.99,0.05,N,3,0
42,600000,OTHER,2.0,HOMEIMPROVEMENT,D,25000,14.74,0.04,Y,16,0
32,115000,RENT,2.0,PERSONAL,B,4000,12.69,0.03,N,8,0
22,119000,MORTGAGE,6.0,PERSONAL,D,35000,16.49,0.29,N,3,0
22,38628,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4800,9.99,0.12,N,4,0
25,28500,RENT,0.0,DEBTCONSOLIDATION,B,7000,10.0,0.25,N,3,0
22,27996,MORTGAGE,4.0,MEDICAL,D,3250,15.21,0.12,N,2,1
38,22000,RENT,2.0,VENTURE,C,4000,12.68,0.18,Y,12,0
22,32000,RENT,1.0,EDUCATION,D,5400,16.29,0.17,Y,2,1
51,60000,MORTGAGE,1.0,PERSONAL,A,7500,,0.13,N,24,0
22,24000,OWN,1.0,EDUCATION,C,6000,12.68,0.25,N,4,0
24,33900,RENT,3.0,EDUCATION,D,5500,17.58,0.16,N,2,0
22,58000,OTHER,3.0,VENTURE,C,15000,13.79,0.26,Y,2,0
36,80000,MORTGAGE,9.0,VENTURE,C,6000,,0.07,Y,14,0
22,12996,RENT,2.0,MEDICAL,A,3500,8.59,0.27,N,4,1
37,71000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,11200,12.42,0.16,N,11,0
25,76000,RENT,1.0,EDUCATION,A,5000,7.9,0.07,N,3,0
23,90000,MORTGAGE,7.0,MEDICAL,B,21000,12.42,0.23,N,2,0
23,66996,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.88,0.1,N,4,0
37,42000,RENT,2.0,VENTURE,C,8400,13.49,0.2,N,15,0
25,95000,RENT,,DEBTCONSOLIDATION,B,2400,9.25,0.03,N,2,0
24,44000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,2200,8.9,0.05,N,4,1
27,118000,RENT,1.0,PERSONAL,D,13425,15.99,0.11,Y,10,1
21,35000,OWN,5.0,VENTURE,B,10000,,0.29,N,4,0
30,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,15000,12.73,0.21,Y,6,0
32,106300,MORTGAGE,13.0,PERSONAL,A,20000,,0.19,N,5,0
29,60000,RENT,0.0,VENTURE,A,4000,7.88,0.07,N,5,0
24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0.29,N,2,0
29,20000,OWN,1.0,EDUCATION,A,5000,5.79,0.25,N,7,0
22,96000,MORTGAGE,4.0,EDUCATION,B,5500,12.69,0.06,N,3,0
31,49000,OWN,15.0,EDUCATION,C,14000,13.99,0.29,N,10,0
25,31000,RENT,2.0,DEBTCONSOLIDATION,A,1800,8.32,0.06,N,2,0
43,98004,MORTGAGE,11.0,PERSONAL,A,6000,5.42,0.06,N,15,0
26,60000,MORTGAGE,10.0,PERSONAL,A,1200,7.4,0.02,N,4,0
22,102000,OWN,1.0,MEDICAL,C,7000,12.87,0.07,N,3,0
26,82600,RENT,10.0,VENTURE,B,22000,12.69,0.27,N,2,0
33,92500,RENT,4.0,VENTURE,D,17500,15.28,0.19,N,6,0
23,29004,OWN,1.0,EDUCATION,C,2000,13.16,0.07,Y,3,0
25,30000,RENT,9.0,HOMEIMPROVEMENT,C,5600,,0.19,Y,4,1
22,88200,MORTGAGE,6.0,DEBTCONSOLIDATION,A,21000,6.17,0.24,N,2,0
34,79000,MORTGAGE,1.0,PERSONAL,A,4800,9.32,0.06,N,6,0
28,170000,MORTGAGE,4.0,EDUCATION,D,20000,,0.12,Y,10,0
30,90000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4800,8.9,0.05,N,5,1
24,31000,RENT,2.0,VENTURE,C,10000,14.65,0.32,N,2,1
26,40000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,6000,11.99,0.15,N,2,0
30,138000,MORTGAGE,3.0,EDUCATION,E,23975,17.93,0.17,Y,6,1
29,63500,RENT,4.0,DEBTCONSOLIDATION,B,1600,11.83,0.03,N,5,0
31,59534,RENT,5.0,PERSONAL,D,15000,15.21,0.25,Y,10,0
34,140000,MORTGAGE,8.0,EDUCATION,A,12000,7.29,0.09,N,8,0
32,84996,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000,12.99,0.07,Y,7,0
27,32220,RENT,11.0,MEDICAL,B,17725,11.49,0.55,N,8,1
23,54780,RENT,,PERSONAL,B,8000,10.65,0.15,N,4,1
24,50000,MORTGAGE,4.0,MEDICAL,A,4000,,0.08,N,2,0
25,70000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,16000,12.18,0.23,N,4,0
29,68004,RENT,3.0,MEDICAL,B,18000,10.0,0.26,N,10,0
31,79100,MORTGAGE,4.0,MEDICAL,A,19150,6.99,0.24,N,7,0
36,72000,MORTGAGE,8.0,MEDICAL,A,3500,6.99,0.05,N,13,0
22,40000,RENT,2.0,EDUCATION,A,10000,7.14,0.25,N,4,0
27,120000,MORTGAGE,11.0,PERSONAL,C,8000,12.61,0.07,N,9,0
30,51372,RENT,,MEDICAL,A,4500,6.39,0.09,N,10,0
24,45000,RENT,0.0,MEDICAL,A,5000,7.88,0.11,N,3,0
23,48000,RENT,6.0,EDUCATION,A,7000,8.94,0.15,N,3,0
30,45200,RENT,0.0,MEDICAL,B,4000,10.59,0.09,N,8,0
23,62500,RENT,7.0,MEDICAL,B,26000,11.71,0.42,N,2,1
24,33000,RENT,8.0,MEDICAL,B,6400,9.99,0.19,N,2,0
24,67000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12150,10.37,0.18,N,3,0
31,95000,RENT,2.0,EDUCATION,C,2500,13.72,0.03,Y,10,0
26,19200,OTHER,0.0,PERSONAL,C,7500,11.97,0.39,Y,2,1
22,58000,RENT,6.0,EDUCATION,B,3000,11.83,0.05,N,2,0
23,49000,MORTGAGE,2.0,VENTURE,A,6000,7.88,0.12,N,4,0
22,54000,RENT,6.0,PERSONAL,C,6000,12.98,0.11,N,3,0
23,23040,OWN,0.0,VENTURE,B,2000,11.11,0.09,N,3,0
21,50000,RENT,0.0,HOMEIMPROVEMENT,D,15000,15.7,0.3,Y,3,1
36,47500,MORTGAGE,8.0,DEBTCONSOLIDATION,A,2700,5.79,0.06,N,14,0
22,51000,RENT,2.0,EDUCATION,B,3200,10.99,0.06,N,2,0
25,42900,RENT,9.0,MEDICAL,A,9000,6.76,0.21,N,4,0
31,84996,MORTGAGE,1.0,VENTURE,A,2500,8.49,0.03,N,10,0
35,32000,RENT,3.0,MEDICAL,C,7200,12.61,0.23,N,5,0
22,84000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,23000,12.68,0.27,N,4,0
23,114000,MORTGAGE,7.0,EDUCATION,C,8000,12.68,0.07,N,4,0
32,35000,MORTGAGE,2.0,PERSONAL,C,6075,13.49,0.17,N,9,0
24,42000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3500,8.94,0.08,N,3,1
28,18000,OWN,2.0,MEDICAL,C,6350,13.57,0.35,N,5,1
21,19253,MORTGAGE,,DEBTCONSOLIDATION,A,6250,6.17,0.32,N,3,1
32,120000,RENT,11.0,EDUCATION,A,12000,7.51,0.1,N,9,0
24,36000,MORTGAGE,5.0,MEDICAL,C,4000,15.23,0.11,Y,3,1
53,105000,RENT,1.0,EDUCATION,A,12000,6.91,0.11,N,23,0
25,49500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,2400,7.51,0.05,N,2,0
23,67000,RENT,0.0,MEDICAL,B,20000,11.11,0.3,N,2,0
21,37500,MORTGAGE,5.0,PERSONAL,A,12000,5.79,0.32,N,2,0
23,24000,RENT,4.0,MEDICAL,C,4000,11.66,0.17,N,4,0
25,74000,RENT,0.0,VENTURE,D,12000,14.11,0.16,Y,2,1
26,40000,RENT,2.0,MEDICAL,A,12000,7.51,0.3,N,2,0
29,42000,RENT,6.0,VENTURE,C,18000,14.65,0.43,Y,8,1
22,85200,RENT,6.0,VENTURE,D,20000,15.65,0.23,Y,4,1
28,115000,MORTGAGE,12.0,VENTURE,C,16000,13.85,0.14,Y,8,0
22,34000,RENT,5.0,VENTURE,A,7200,7.9,0.21,N,4,0
23,48000,OWN,6.0,EDUCATION,B,5000,10.08,0.1,N,4,0
25,31200,OWN,9.0,PERSONAL,A,15000,6.03,0.48,N,4,0
24,22000,RENT,3.0,PERSONAL,B,3000,10.33,0.14,N,2,0
33,53326,RENT,8.0,MEDICAL,D,1200,16.29,0.02,N,7,1
62,62050,MORTGAGE,29.0,MEDICAL,C,25000,13.43,0.34,Y,28,1
26,45000,RENT,3.0,VENTURE,B,1500,10.25,0.03,N,3,0
23,27972,RENT,6.0,VENTURE,A,5000,8.94,0.18,N,3,0
44,43200,RENT,,MEDICAL,A,6000,5.42,0.14,N,11,0
27,37000,RENT,4.0,EDUCATION,B,7900,11.11,0.21,N,7,0
25,46250,RENT,2.0,MEDICAL,A,3000,,0.06,N,3,0
42,67300,RENT,4.0,HOMEIMPROVEMENT,C,13800,13.99,0.21,N,16,0
27,83300,RENT,11.0,MEDICAL,D,20000,16.0,0.2,Y,5,1
23,58650,MORTGAGE,7.0,MEDICAL,A,5000,8.59,0.07,N,3,1
23,46000,RENT,7.0,HOMEIMPROVEMENT,C,10000,13.43,0.22,N,4,1
30,170000,MORTGAGE,2.0,VENTURE,B,14000,10.62,0.08,N,6,0
31,56160,RENT,1.0,DEBTCONSOLIDATION,C,6000,13.98,0.11,Y,9,0
21,21600,RENT,6.0,EDUCATION,C,7000,13.98,0.32,Y,3,1
24,56000,OWN,8.0,EDUCATION,B,2000,11.49,0.04,N,2,0
28,61000,RENT,12.0,HOMEIMPROVEMENT,C,15000,13.99,0.25,N,7,0
28,72000,MORTGAGE,13.0,PERSONAL,C,16000,14.26,0.22,N,9,0
23,56000,RENT,3.0,DEBTCONSOLIDATION,B,8400,10.99,0.15,N,2,0
24,66000,MORTGAGE,7.0,VENTURE,C,11200,13.99,0.17,N,2,0
24,57600,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10500,6.62,0.18,N,3,0
21,29004,RENT,5.0,PERSONAL,C,11000,14.22,0.38,Y,4,1
22,25000,OWN,,VENTURE,A,5000,6.03,0.2,N,3,0
26,65000,MORTGAGE,9.0,PERSONAL,D,3000,18.25,0.05,Y,4,0
29,50000,MORTGAGE,9.0,MEDICAL,A,10000,7.88,0.2,N,8,0
22,70000,RENT,4.0,EDUCATION,C,27500,13.06,0.39,Y,3,1
35,35000,MORTGAGE,5.0,EDUCATION,B,8000,12.69,0.23,N,6,0
22,31500,MORTGAGE,3.0,VENTURE,B,4500,9.88,0.14,N,2,0
26,54528,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10000,8.94,0.18,N,3,0
29,62400,RENT,3.0,HOMEIMPROVEMENT,A,8000,6.62,0.13,N,8,0
31,73000,MORTGAGE,3.0,VENTURE,C,12000,,0.16,Y,8,0
23,91000,RENT,5.0,EDUCATION,B,10000,10.2,0.11,N,2,0
25,41000,RENT,1.0,PERSONAL,D,4000,14.84,0.1,Y,4,1
34,36500,RENT,4.0,DEBTCONSOLIDATION,D,6500,15.65,0.18,N,10,1
23,40000,RENT,7.0,VENTURE,C,1500,13.99,0.04,Y,2,0
29,32000,RENT,10.0,HOMEIMPROVEMENT,D,9250,15.65,0.29,N,7,1
42,60000,RENT,3.0,PERSONAL,C,11300,13.61,0.19,Y,14,0
25,150000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,13.16,0.03,Y,4,0
30,20800,RENT,0.0,MEDICAL,A,7250,8.0,0.35,N,10,1
27,81000,OWN,4.0,VENTURE,C,9000,13.43,0.11,Y,9,0
30,36000,MORTGAGE,13.0,MEDICAL,B,5000,10.65,0.14,N,9,0
32,70000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,9000,7.14,0.13,N,10,0
23,126000,RENT,0.0,PERSONAL,C,8000,13.23,0.06,N,3,0
25,15000,RENT,0.0,VENTURE,A,2200,7.88,0.15,N,2,0
25,26400,RENT,5.0,EDUCATION,A,5300,8.49,0.2,N,3,0
31,36000,RENT,14.0,EDUCATION,C,7000,13.72,0.19,N,8,0
24,45996,RENT,1.0,MEDICAL,C,13000,13.47,0.28,Y,2,1
27,63000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,15500,14.65,0.25,N,5,0
37,200000,MORTGAGE,3.0,EDUCATION,D,10000,13.8,0.05,N,16,0
29,59000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,9.76,0.25,N,8,1
29,70000,RENT,2.0,VENTURE,A,6125,7.49,0.09,N,8,0
28,38196,MORTGAGE,5.0,PERSONAL,B,10750,10.75,0.28,N,8,0
25,80004,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3600,7.49,0.04,N,4,0
28,37000,RENT,3.0,DEBTCONSOLIDATION,A,7000,9.32,0.19,N,8,0
42,50426,RENT,0.0,MEDICAL,A,4200,7.49,0.08,N,14,0
26,93000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,25000,16.0,0.27,Y,2,1
22,45600,OWN,6.0,MEDICAL,C,1800,13.48,0.04,N,4,0
23,65000,MORTGAGE,0.0,PERSONAL,A,12800,8.38,0.2,N,2,0
23,56403,MORTGAGE,7.0,MEDICAL,D,30000,16.49,0.45,N,2,1
23,25000,RENT,0.0,EDUCATION,C,7200,12.68,0.29,N,4,0
25,54996,MORTGAGE,0.0,VENTURE,A,10000,8.94,0.18,N,2,0
23,57000,RENT,1.0,PERSONAL,A,9000,7.14,0.16,N,2,0
22,36000,RENT,0.0,EDUCATION,C,1500,13.16,0.04,Y,4,1
38,78000,MORTGAGE,8.0,VENTURE,A,6250,6.76,0.08,N,16,0
28,73000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,15600,6.03,0.21,N,9,0
41,250000,MORTGAGE,14.0,DEBTCONSOLIDATION,C,4200,13.11,0.02,N,14,0
25,45000,RENT,2.0,DEBTCONSOLIDATION,C,1800,12.61,0.04,Y,4,0
30,57600,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,14.65,0.1,N,8,0
21,19000,RENT,3.0,EDUCATION,C,4000,14.35,0.21,Y,3,1
32,54000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7125,9.99,0.13,N,6,1
23,60000,MORTGAGE,0.0,MEDICAL,B,15000,10.37,0.25,N,4,0
33,26000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,15000,9.76,0.58,N,6,1
29,51504,RENT,0.0,MEDICAL,B,5500,11.89,0.11,N,9,0
41,32004,RENT,2.0,HOMEIMPROVEMENT,D,1500,14.74,0.05,N,17,1
23,130000,MORTGAGE,1.0,EDUCATION,C,15000,12.87,0.12,Y,4,0
23,80000,MORTGAGE,3.0,VENTURE,A,5500,5.42,0.07,N,2,0
31,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,4800,6.03,0.1,N,5,0
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0.1,Y,4,0
35,108717,MORTGAGE,9.0,DEBTCONSOLIDATION,A,16000,6.99,0.15,N,5,0
27,92508,MORTGAGE,11.0,PERSONAL,A,13000,7.14,0.14,N,5,0
25,120000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,3000,14.27,0.03,Y,4,0
22,44004,MORTGAGE,3.0,EDUCATION,D,9000,14.11,0.2,N,4,1
23,56000,RENT,2.0,MEDICAL,A,2400,8.9,0.04,N,3,0
35,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2000,6.91,0.03,N,6,0
25,84000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,4200,9.25,0.05,N,4,0
24,30000,RENT,1.0,PERSONAL,B,3000,10.37,0.1,N,2,0
31,40000,RENT,2.0,EDUCATION,B,7000,9.62,0.17,N,9,0
24,32400,RENT,0.0,EDUCATION,C,1600,13.98,0.05,N,3,1
34,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,20000,13.06,0.27,N,8,0
46,92000,MORTGAGE,18.0,EDUCATION,A,12925,,0.14,N,17,0
22,54000,RENT,4.0,EDUCATION,C,8000,13.48,0.15,Y,3,1
34,50004,RENT,5.0,VENTURE,B,8500,9.45,0.17,N,6,0
26,69000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,6200,15.99,0.09,Y,3,1
25,29000,RENT,9.0,EDUCATION,A,3000,6.62,0.1,N,4,1
50,60000,RENT,13.0,VENTURE,C,10000,13.49,0.17,N,12,0
31,77000,MORTGAGE,15.0,HOMEIMPROVEMENT,B,6000,12.69,0.08,N,8,0
25,62500,RENT,9.0,EDUCATION,A,4000,8.9,0.06,N,3,0
23,59000,MORTGAGE,0.0,EDUCATION,B,21600,11.89,0.37,N,2,0
26,30000,OWN,0.0,PERSONAL,C,15000,13.22,0.5,N,2,0
27,85000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5500,11.36,0.06,N,9,0
25,39000,RENT,1.0,HOMEIMPROVEMENT,D,10750,14.59,0.28,Y,4,1
23,90000,MORTGAGE,6.0,PERSONAL,B,15000,9.99,0.17,N,3,1
35,25200,RENT,0.0,PERSONAL,E,7000,15.68,0.28,Y,7,1
39,24000,RENT,0.0,VENTURE,D,3000,14.12,0.13,N,12,1
23,35400,RENT,4.0,VENTURE,B,9600,11.89,0.27,N,2,0
23,45000,RENT,2.0,PERSONAL,B,12000,11.83,0.27,N,4,0
21,30000,OWN,6.0,DEBTCONSOLIDATION,D,4000,,0.13,Y,3,0
32,93000,MORTGAGE,16.0,VENTURE,B,21000,10.74,0.23,N,10,0
31,47000,RENT,4.0,VENTURE,A,6000,6.99,0.13,N,7,0
24,93000,MORTGAGE,3.0,VENTURE,C,18000,11.78,0.19,Y,3,0
44,62400,RENT,,PERSONAL,E,10000,16.82,0.16,N,15,1
28,119000,MORTGAGE,2.0,MEDICAL,B,5325,10.38,0.04,N,7,0
22,78700,RENT,6.0,EDUCATION,C,14000,13.48,0.18,N,4,0
33,103000,RENT,17.0,PERSONAL,E,18000,16.82,0.17,Y,6,0
23,39000,RENT,7.0,MEDICAL,B,12000,10.83,0.31,N,3,1
25,120000,MORTGAGE,2.0,PERSONAL,F,10000,20.99,0.08,N,4,0
22,30000,RENT,2.0,VENTURE,D,4200,15.31,0.14,Y,2,1
38,49853,MORTGAGE,19.0,EDUCATION,D,12000,13.3,0.24,Y,11,0
27,45468,RENT,2.0,VENTURE,C,4000,13.99,0.09,Y,5,0
26,34000,MORTGAGE,6.0,PERSONAL,A,12000,6.03,0.35,N,2,0
24,92000,MORTGAGE,9.0,PERSONAL,E,25000,17.93,0.27,Y,2,0
25,69000,RENT,9.0,PERSONAL,D,25000,17.49,0.36,N,2,1
25,75000,MORTGAGE,4.0,VENTURE,C,12000,13.49,0.16,N,2,0
23,27996,OWN,2.0,MEDICAL,B,9250,10.75,0.33,N,2,0
28,95680,MORTGAGE,12.0,VENTURE,A,17000,7.88,0.18,N,7,0
28,31000,RENT,1.0,HOMEIMPROVEMENT,D,7500,15.31,0.24,Y,5,1
24,97750,MORTGAGE,0.0,MEDICAL,E,24000,17.39,0.21,Y,3,1
28,91800,MORTGAGE,6.0,MEDICAL,D,10000,16.89,0.09,Y,8,1
21,57000,RENT,6.0,EDUCATION,A,4000,7.49,0.07,N,4,0
31,81000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,7200,9.63,0.09,N,8,0
25,65000,RENT,9.0,HOMEIMPROVEMENT,C,18000,13.99,0.28,N,3,0
25,79992,MORTGAGE,9.0,EDUCATION,A,10000,6.03,0.13,N,2,0
30,54000,RENT,1.0,EDUCATION,B,6300,10.0,0.12,N,7,0
24,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,0.31,N,3,1
32,37000,MORTGAGE,3.0,PERSONAL,B,3000,11.49,0.08,N,7,0
33,18996,RENT,5.0,DEBTCONSOLIDATION,D,3250,16.32,0.17,N,7,1
21,45000,RENT,5.0,VENTURE,C,4000,12.87,0.09,Y,2,0
32,37000,RENT,0.0,VENTURE,B,5000,11.49,0.14,N,7,0
41,60000,MORTGAGE,5.0,MEDICAL,C,3850,13.35,0.06,N,13,0
35,34000,RENT,7.0,EDUCATION,D,5000,16.32,0.15,N,6,1
25,60000,RENT,1.0,HOMEIMPROVEMENT,B,7600,12.21,0.13,N,4,0
41,31000,RENT,0.0,HOMEIMPROVEMENT,D,9250,16.49,0.3,N,13,1
29,45000,RENT,0.0,MEDICAL,C,12000,12.99,0.27,Y,7,0
23,42000,RENT,2.0,EDUCATION,C,4900,14.72,0.12,Y,4,0
49,76872,MORTGAGE,4.0,PERSONAL,D,15000,14.84,0.2,Y,11,0
29,80000,RENT,3.0,PERSONAL,B,21000,10.99,0.26,N,6,0
25,41000,RENT,3.0,VENTURE,B,8000,10.99,0.2,N,4,0
30,70000,MORTGAGE,14.0,EDUCATION,B,8000,9.91,0.11,N,5,0
25,121680,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.37,0.12,N,3,0
62,66000,RENT,2.0,EDUCATION,B,6000,,0.09,N,23,0
31,50000,OWN,1.0,HOMEIMPROVEMENT,C,16000,13.85,0.32,N,6,0
25,33772,RENT,3.0,HOMEIMPROVEMENT,D,3600,16.02,0.11,Y,2,1
23,22790,RENT,7.0,VENTURE,A,2400,8.94,0.11,N,4,0
27,38000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,5000,9.76,0.13,N,6,0
34,85000,MORTGAGE,,HOMEIMPROVEMENT,B,6500,9.63,0.08,N,7,0
24,52000,MORTGAGE,8.0,MEDICAL,A,14500,7.29,0.28,N,4,0
23,54000,MORTGAGE,2.0,VENTURE,A,7000,6.62,0.13,N,3,0
40,28000,OWN,3.0,PERSONAL,D,12000,16.0,0.43,Y,14,0
35,20800,OWN,2.0,MEDICAL,B,7000,10.62,0.34,N,8,0
33,30000,RENT,3.0,DEBTCONSOLIDATION,B,11975,9.99,0.4,N,8,1
25,42000,RENT,3.0,VENTURE,C,10000,13.8,0.24,N,3,1
24,86000,MORTGAGE,0.0,PERSONAL,B,20000,10.99,0.23,N,4,1
27,37000,RENT,,MEDICAL,B,9000,11.11,0.24,N,5,0
29,121000,RENT,3.0,VENTURE,B,3000,10.25,0.02,N,9,0
23,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.36,0.07,N,4,0
30,100000,MORTGAGE,2.0,EDUCATION,D,10000,16.77,0.1,Y,10,0
21,23000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,8.9,0.3,N,4,0
32,37000,RENT,16.0,MEDICAL,A,9000,6.92,0.24,N,8,0
22,51996,RENT,3.0,HOMEIMPROVEMENT,C,14500,13.16,0.28,Y,2,1
23,38000,RENT,3.0,PERSONAL,A,19750,7.51,0.52,N,4,1
27,64000,MORTGAGE,11.0,MEDICAL,B,3500,11.99,0.05,N,8,0
21,75000,MORTGAGE,4.0,MEDICAL,B,25000,,0.33,N,2,0
24,60000,RENT,3.0,DEBTCONSOLIDATION,A,3200,7.14,0.05,N,3,0
22,45020,RENT,6.0,EDUCATION,B,8300,10.99,0.18,N,4,0
36,100000,MORTGAGE,17.0,DEBTCONSOLIDATION,A,6000,7.14,0.06,N,17,0
28,33280,RENT,6.0,PERSONAL,A,12000,7.66,0.36,N,9,1
33,320000,MORTGAGE,2.0,VENTURE,A,14000,7.91,0.04,N,5,0
31,45000,RENT,5.0,MEDICAL,A,14000,7.91,0.31,N,5,1
22,50004,RENT,2.0,EDUCATION,A,4000,6.92,0.08,N,4,0
22,25000,RENT,4.0,MEDICAL,C,5825,14.27,0.23,N,2,0
23,45000,MORTGAGE,6.0,MEDICAL,B,5600,11.71,0.12,N,3,0
28,54996,RENT,8.0,PERSONAL,D,15000,14.09,0.27,Y,9,0
31,86000,RENT,2.0,DEBTCONSOLIDATION,A,5000,,0.06,N,8,0
